R_Ang,E_CCSD_Ha,omega_root1_Ha,omega_root1_eV,E_total_root1_Ha
2.205025125628141,-1.0115379180245343,0.2981500529,8.113076248723655,-0.7133878651245342
2.2241206030150753,-1.0109133352584458,0.2984356218,8.120846974361395,-0.7124777134584459
2.24321608040201,-1.0103186295851707,0.2987574059,8.129603165794313,-0.7115612236851707
2.2623115577889448,-1.0097526331830324,0.2991137737,8.139300427645747,-0.7106388594830324
2.2814070351758793,-1.0092142015451229,0.2995031318,8.14989540129285,-0.7097110697451229
2.3005025125628142,-1.0087022149122449,0.299923927,8.161345822010508,-0.7087782879122448
2.3195979899497488,-1.0082155795221892,0.3003746478,8.17361055978841,-0.7078409317221892
2.3386934673366833,-1.0077532286812931,0.3008538267,8.186649681917237,-0.7068994019812931
2.357788944723618,-1.0073141236667016,0.3013600401,8.200424450267532,-0.7059540835667015
2.3768844221105527,-1.0068972544682466,0.3018919101,8.214897370270185,-0.7050053443682467
2.3959798994974872,-1.0065016403758633,0.3024481045,8.230032190916441,-0.7040535358758633
2.415075376884422,-1.0061263304237777,0.3030273371,8.24579391292131,-0.7030989933237777
2.4341708542713567,-1.0057704036973925,0.3036283676,8.262148786002427,-0.7021420360973925
2.453266331658291,-1.0054329695144946,0.3042500011,8.279064295274374,-0.7011829684144946
2.472361809045226,-1.0051131674865375,0.3048910881,8.296509161248656,-0.7002220793865375
2.4914572864321607,-1.0048101674707004,0.3055505231,8.314453301737778,-0.6992596443707004
2.510552763819095,-1.004523169420217,0.3062272442,8.332867820970689,-0.698295925220217
2.52964824120603,-1.0042514031423506,0.3069202323,8.351724987823662,-0.6973311708423506
2.5487437185929647,-1.0039941279717883,0.3076285093,8.370998186839811,-0.6963656186717884
2.5678391959798996,-1.0037506323677223,0.3083511376,8.390661904623393,-0.6953994947677223
2.586934673366834,-1.003520233442607,0.3090872185,8.410691686301586,-0.694433014942607
2.6060301507537686,-1.0033022764304946,0.3098358912,8.431064108313114,-0.6934663852304946
2.6251256281407036,-1.0030961341022353,0.3105963311,8.451756732148874,-0.6924998030022353
2.644221105527638,-1.0029012061344704,0.3113677493,8.47274809074626,-0.6915334568344704
2.6633165829145726,-1.0027169184297504,0.3121493901,8.494017620460681,-0.6905675283297504
2.6824120603015076,-1.0025427224535544,0.3129405309,8.515545658344443,-0.6896021915535544
2.701507537688442,-1.0023780944430762,0.3137404797,8.537313374118257,-0.6886376147430762
2.7206030150753766,-1.0022225346981164,0.3145485751,8.559302770171263,-0.6876739595981164
2.7396984924623116,-1.002075566803484,0.3153641838,8.58149661353255,-0.686711383003484
2.758793969849246,-1.0019367368511598,0.3161867005,8.603878433150026,-0.6857500363511598
2.777889447236181,-1.0018056126556067,0.3170155457,8.62643246002536,-0.6847900669556067
2.7969849246231155,-1.0016817829671483,0.3178501655,8.64914362177171,-0.6838316174671483
2.81608040201005,-1.0015648566858661,0.3186900298,8.671997493633226,-0.6828748268858662
2.835175879396985,-1.0014544620805625,0.3195346315,8.694980276715944,-0.6819198305805625
2.8542713567839195,-1.0013502460148822,0.3203834854,8.718078768055257,-0.6809667606148821
2.873366834170854,-1.0012518731837023,0.3212361274,8.741280338846808,-0.6800157457837024
2.892462311557789,-1.0011590253620797,0.3220921133,8.764572901792828,-0.6790669120620797
2.9115577889447235,-1.0010714006681722,0.3229510181,8.787944892054162,-0.6781203825681723
2.930653266331658,-1.0009887128430368,0.3238124348,8.811385234596605,-0.6771762780430368
2.949748743718593,-1.0009106905473857,0.324675974,8.834883333306356,-0.6762347165473857
2.9688442211055275,-1.0008370766774934,0.3255412628,8.858429041057486,-0.6752958138774934
2.987939698492462,-1.0007676277009832,0.3264079442,8.8820126433851,-0.6743596835009831
3.007035175879397,-1.0007021130128502,0.3272756763,8.90562483671624,-0.6734264367128502
3.0261306532663315,-1.0006403143131926,0.3281441315,8.929256706600777,-0.6724961828131926
3.0452261306532664,-1.0005820250068618,0.3290129961,8.952899716826844,-0.6715690289068618
3.064321608040201,-1.0005270496196506,0.3298819695,8.976545687651733,-0.6706450801196506
3.0834170854271354,-1.0004752032527309,0.3307507636,9.000186779475069,-0.6697244396527309
3.1025125628140704,-1.0004263110318752,0.3316191023,9.023815479233107,-0.6688072087318752
3.121608040201005,-1.0003802076096198,0.332486721,9.04742458679305,-0.6678934866096198
3.1407035175879394,-1.000336736658666,0.333353366,9.071007198626203,-0.666983370658666
3.1597989949748744,-1.0002957504163024,0.3342187941,9.094556696923435,-0.6660769563163024
3.178894472361809,-1.0002571092243315,0.335082772,9.118066733268332,-0.6651743372243315
3.1979899497487434,-1.0002206811054812,0.3359450762,9.14153122591607,-0.6642756049054812
3.2170854271356784,-1.0001863413555943,0.3368054923,9.164944340745437,-0.6633808490555942
3.236180904522613,-1.000153972146159,0.3376638145,9.188300477653144,-0.662490157646159
3.255276381909548,-1.0001234621673256,0.3385198458,9.211594275996099,-0.6616036163673256
3.2743718592964823,-1.0000947062674412,0.3393733971,9.234820590101164,-0.6607213091674413
3.293467336683417,-1.0000676051223019,0.3402242871,9.257974486544013,-0.6598433180223018
3.312562814070352,-1.0000420649133634,0.3410723422,9.281051241427992,-0.6589697227133635
3.3316582914572863,-1.0000179970346985,0.3419173957,9.304046318615017,-0.6581006013346985
3.350753768844221,-0.9999953178026217,0.3427592881,9.326955377888979,-0.6572360297026217
3.369849246231156,-0.9999739481892189,0.3435978666,9.34977426135006,-0.6563760815892189
3.3889447236180903,-0.9999538135692558,0.3444329849,9.372498987972453,-0.6555208286692558
3.408040201005025,-0.9999348434531077,0.3452645029,9.395125745440943,-0.6546703405531077
3.4271356783919598,-0.9999169713193148,0.3460922866,9.417650887429778,-0.6538246847193148
3.4462311557788943,-0.9999001343270406,0.3469162078,9.440070925439235,-0.6529839265270406
3.465326633165829,-0.9998842731375253,0.3477361443,9.462382534237918,-0.6521481288375253
3.4844221105527637,-0.9998693318004997,0.348551979,9.484582527372497,-0.6513173528004997
3.5035175879396983,-0.999855257414093,0.3493636006,9.506667876215685,-0.650491656814093
3.522613065326633,-0.9998420000345167,0.350170903,9.528635693639398,-0.6496710970345168
3.5417085427135677,-0.9998295126107197,0.3509737844,9.550483209524517,-0.6488557282107197
3.5608040201005022,-0.9998177506624735,0.3517721494,9.572207827904796,-0.6480456012624735
3.579899497487437,-0.9998066722392642,0.3525659063,9.593807053496114,-0.6472407659392643
3.5989949748743717,-0.9997962377089095,0.3533549684,9.615278527071284,-0.6464412693089094
3.618090452261306,-0.9997864097043402,0.3541392539,9.636620022738912,-0.6456471558043402
3.637185929648241,-0.9997771530366988,0.3549186853,9.657829431616562,-0.6448584677366989
3.6562814070351757,-0.9997684343868015,0.3556931893,9.678904759109626,-0.6440752450868015
3.67537688442211,-0.9997602223954024,0.3564626973,9.699844138517005,-0.6432975250954024
3.694472361809045,-0.999752487514171,0.3572271447,9.720645811983145,-0.6425253428141711
3.7135678391959797,-0.9997452018031245,0.357986471,9.741308133219182,-0.6417587308031245
3.732663316582914,-0.9997383389690145,0.3587406197,9.761829564781792,-0.6409977192690146
3.751758793969849,-0.9997318742114438,0.3594895387,9.78220868895775,-0.6402423355114438
3.7708542713567836,-0.9997257841498931,0.3602331787,9.802444164225717,-0.6394926054498931
3.7899497487437186,-0.9997200467510858,0.3609714956,9.822534790563559,-0.6387485511510858
3.809045226130653,-0.9997146412529385,0.3617044479,9.842479438698742,-0.6380101933529385
3.8281407035175876,-0.9997095480915137,0.3624319983,9.862277093646567,-0.6372775497915137
3.8472361809045226,-0.999704748842883,0.3631541127,9.881926827498756,-0.636550636142883
3.866331658291457,-0.9997002261375693,0.3638707609,9.901427818471447,-0.6358294652375693
3.8854271356783916,-0.9996959636328402,0.3645819156,9.920779323693797,-0.6351140480328402
3.9045226130653266,-0.999691945935932,0.3652875534,9.939980706419368,-0.634404392535932
3.923618090452261,-0.9996881585613281,0.3659876536,9.95903140337246,-0.633700504961328
3.9427135678391956,-0.999684587856775,0.3666821988,9.977930941074957,-0.6330023890567751
3.9618090452261305,-0.9996812209856812,0.3673711753,9.996678946730867,-0.6323100456856812
3.980904522613065,-0.9996780458685921,0.3680545715,10.015275104688106,-0.6316234743685921
4.0,-0.9996750511361576,0.3687323795,10.033719199976726,-0.6309426716361577
